,case:Responsible_actor,Activity,monitoringResource,question,org:resource,timesincelastevent,timesincecasestart,timesincemidnight,event_nr,month,weekday,hour,open_cases,resource_multitasking,n_tasks,n_cases,n_acts,n_handoffs,ent_act,ent_case,ent_handoff,ratio_act_case,busyness,n_current_case,n_current_act,n_current_handoff,ratio_current_case,ratio_current_act,ratio_current_handoff,case:SUMleges,time:timestamp,Case ID,label
18764,2670601.0,enter senddate acknowledgement,2670601,EMPTY,560872,0.0,5111.633333333333,731,6,11,3,12,53,12,4526,323,115,12,3.750810056451359,5.516898963286802,0.4044378344257611,14.012383900928793,5.862694300518135,6,277,4119,0.0013256738842244,0.0612019443216968,0.910075121520106,0.0,2012-11-15 12:11:38+00:00,6173903,42325.18333333333
18765,2670601.0,start WABOprocedure,2670601,EMPTY,560872,0.0333333333333333,5111.666666666667,731,7,11,3,12,53,12,4527,323,115,12,3.7509702791456654,5.517126485067136,0.4043693076714329,14.01547987616099,5.8639896373057,7,52,4120,0.0015462778882261,0.0114866357411089,0.9100949856417052,0.0,2012-11-15 12:11:40+00:00,6173903,42325.18333333333
18766,2670601.0,forward to the competent authority,2670601,False,560872,0.0,5111.666666666667,731,8,11,3,12,53,12,4528,323,115,12,3.750760916115764,5.517322297216564,0.4043008063658462,14.018575851393187,5.865284974093265,8,275,4121,0.0017667844522968,0.0607332155477031,0.9101148409893992,0.0,2012-11-15 12:11:40+00:00,6173903,42325.18333333333
18767,2670601.0,regular procedure without MER,2670601,True,560872,0.0,5111.666666666667,731,9,11,3,12,53,12,4529,323,115,12,3.750587412871511,5.517490399419253,0.4042323304943773,14.021671826625386,5.866580310880829,9,234,4122,0.0019871936409803,0.051667034665489,0.9101346875689996,0.0,2012-11-15 12:11:40+00:00,6173903,42325.18333333333
18768,2670601.0,create procedure confirmation,2670601,False,560872,0.0333333333333333,5111.7,731,10,11,3,12,53,12,4530,323,116,12,3.751838578306877,5.517633897587408,0.4041638800424129,14.024767801857584,5.867875647668394,10,1,4123,0.0022075055187637,0.0002207505518763,0.9101545253863136,0.0,2012-11-15 12:11:42+00:00,6173903,42325.18333333333
18769,2670601.0,registration date publication,2670601,EMPTY,560872,0.25,5111.95,731,11,11,3,12,53,12,4531,323,116,12,3.751729292417236,5.517755274020249,0.404095454995352,14.027863777089784,5.869170984455959,11,175,4124,0.0024277201500772,0.0386228205694107,0.910174354447142,0.0,2012-11-15 12:11:57+00:00,6173903,42325.18333333333
18770,2670601.0,create publication document,2670601,False,560872,0.2333333333333333,5112.183333333333,732,12,11,3,12,53,12,4532,323,116,12,3.75206251263636,5.517856558489971,0.4040270553386043,14.030959752321982,5.870466321243524,12,24,4125,0.0026478375992939,0.0052956751985878,0.9101941747572816,0.0,2012-11-15 12:12:11+00:00,6173903,42325.18333333333
18955,2670601.0,create subcases completeness,2670601,True,2670601,15998.583333333334,21110.766666666663,890,13,11,0,14,50,3,2664,131,134,14,4.0255364037118175,4.708935560045832,0.3405553908507729,20.33587786259542,3.41101152368758,1,1,67,0.0003753753753753,0.0003753753753753,0.0251501501501501,0.0,2012-11-26 14:50:46+00:00,6173903,42325.18333333333
18956,2670601.0,treat subcases completeness,2670601,EMPTY,2670601,0.0333333333333333,21110.8,890,14,11,0,14,50,3,2665,131,134,14,4.025230493036457,4.7099834181226425,0.3404511397440118,20.34351145038168,3.412291933418694,2,108,2503,0.0007504690431519,0.0405253283302063,0.9392120075046904,0.0,2012-11-26 14:50:48+00:00,6173903,42325.18333333333
18957,2670601.0,subcases completeness completed,2670601,EMPTY,2670601,0.05,21110.85,890,15,11,0,14,50,3,2666,131,134,14,4.02488525784658,4.710834363736819,0.3403469577355844,20.35114503816794,3.413572343149808,3,120,2504,0.00112528132033,0.0450112528132033,0.9392348087021756,0.0,2012-11-26 14:50:51+00:00,6173903,42325.18333333333
18958,2670601.0,procedure change,2670601,False,2670601,0.05,21110.9,890,16,11,0,14,50,3,2667,131,134,14,4.024493307113703,4.711557403512584,0.3402428447548157,20.3587786259542,3.414852752880922,4,136,2505,0.0014998125234345,0.0509936257967754,0.9392575928009,0.0,2012-11-26 14:50:54+00:00,6173903,42325.18333333333
18959,2670601.0,request complete,2670601,False,2670601,0.0833333333333333,21110.983333333334,890,17,11,0,14,50,3,2668,131,134,14,4.024161649041606,4.712185337341714,0.3401388007311286,20.366412213740457,3.416133162612036,5,116,2506,0.0018740629685157,0.0434782608695652,0.93928035982009,0.0,2012-11-26 14:50:59+00:00,6173903,42325.18333333333
18960,2670601.0,term for supplying missing data,2670601,42,2670601,0.0166666666666666,21111.0,891,18,11,0,14,50,3,2669,131,134,14,4.02434177933783,4.712737498900119,0.3400348255940437,20.37404580152672,3.41741357234315,6,30,2507,0.0022480329711502,0.0112401648557512,0.9393031097789434,0.0,2012-11-26 14:51:00+00:00,6173903,42325.18333333333
18961,2670601.0,retrieve missing data,2670601,EMPTY,2670601,11.116666666666667,21122.116666666665,902,19,11,0,15,50,3,2670,131,134,14,4.02452191503165,4.713226672958236,0.3399309192731783,20.38167938931298,3.418693982074264,7,30,2508,0.0026217228464419,0.0112359550561797,0.9393258426966292,0.0,2012-11-26 15:02:07+00:00,6173903,42325.18333333333
18962,2670601.0,phase asked additional information,2670601,EMPTY,2670601,0.25,21122.366666666665,902,20,11,0,15,50,3,2671,131,134,14,4.025501382834133,4.713661953014743,0.3398270816982483,20.38931297709924,3.4199743918053778,8,4,2509,0.0029951329090228,0.0014975664545114,0.9393485585922876,0.0,2012-11-26 15:02:22+00:00,6173903,42325.18333333333
18989,2670601.0,enter senddate retrieve missing data,2670601,EMPTY,2670601,477.6333333333333,21600.0,1380,21,11,0,23,52,4,2680,132,134,14,4.025690003381588,4.720314580254771,0.3402459625438196,20.303030303030305,3.4271099744245523,9,31,2517,0.0033582089552238,0.0115671641791044,0.939179104477612,0.0,2012-11-26 23:00:00+00:00,6173903,42325.18333333333
19342,2670601.0,receive additional information,2670601,True,2670601,11005.95,32605.95,865,22,12,1,14,56,2,2766,135,138,15,4.046961858001331,4.741317437709862,0.3377254267979157,20.488888888888887,3.505703422053232,10,27,2600,0.0036153289949385,0.009761388286334,0.9399855386840202,0.0,2012-12-04 14:25:57+00:00,6173903,42325.18333333333
19343,2670601.0,enter receipt of additional data,2670601,4-12-2012 0:00:00,2670601,0.05,32606.0,866,23,12,1,14,56,2,2767,135,138,15,4.047193069433221,4.741618494359065,0.3376257353714775,20.496296296296297,3.5069708491761724,11,26,2601,0.0039754246476328,0.0093964582580412,0.9400072280448138,0.0,2012-12-04 14:26:00+00:00,6173903,42325.18333333333
19344,2670601.0,phase additional information received,2670601,EMPTY,2670601,0.0166666666666666,32606.016666666663,866,24,12,1,14,56,2,2768,135,138,15,4.048142912645372,4.74188657577818,0.337526107643586,20.503703703703703,3.508238276299113,12,4,2602,0.0043352601156069,0.0014450867052023,0.940028901734104,0.0,2012-12-04 14:26:01+00:00,6173903,42325.18333333333
19345,2670601.0,send confirmation receipt additional data,2670601,False,2670601,0.0833333333333333,32606.1,866,25,12,1,14,56,2,2769,135,138,15,4.049092200272568,4.742124464006964,0.3374265435514396,20.511111111111116,3.5095057034220534,13,4,2603,0.0046948356807511,0.0014445648248465,0.9400505597688696,0.0,2012-12-04 14:26:06+00:00,6173903,42325.18333333333
19346,2670601.0,resume completeness subcases,2670601,EMPTY,2670601,0.0333333333333333,32606.13333333333,866,26,12,1,14,56,2,2770,135,138,15,4.049679384437859,4.742334513335635,0.3373270430323181,20.51851851851852,3.510773130544994,14,10,2604,0.0050541516245487,0.003610108303249,0.940072202166065,0.0,2012-12-04 14:26:08+00:00,6173903,42325.18333333333
19347,2670601.0,subcases completeness completed,2670601,EMPTY,2670601,0.0166666666666666,32606.15,866,27,12,1,14,56,2,2771,135,138,15,4.049343403003391,4.742518742194395,0.3372276060235862,20.525925925925925,3.512040557667934,15,123,2605,0.0054132082280765,0.0443883074702273,0.94009382894262,0.0,2012-12-04 14:26:09+00:00,6173903,42325.18333333333
19348,2670601.0,MER present in supplement,2670601,False,2670601,0.0333333333333333,32606.18333333333,866,28,12,1,14,56,2,2772,135,138,15,4.049635552274221,4.742678900449064,0.3371282324626912,20.53333333333333,3.5133079847908744,16,22,2606,0.0057720057720057,0.0079365079365079,0.94011544011544,0.0,2012-12-04 14:26:11+00:00,6173903,42325.18333333333
19394,2670601.0,start decision phase permanently suspended decided,2670601,EMPTY,2670601,7713.816666666667,40320.0,1380,29,12,6,23,56,2,2792,135,139,15,4.0495041169229,4.743539384630953,0.335153989693451,20.68148148148148,3.5119496855345917,17,1,2626,0.0060888252148997,0.0003581661891117,0.9405444126074498,0.0,2012-12-09 23:00:00+00:00,6173903,42325.18333333333
19463,2670601.0,request complete,2670601,False,2670601,995.4333333333332,41315.43333333333,935,30,12,0,15,56,1,2797,135,139,15,4.051245738463894,4.743179766152386,0.3346643327147897,20.71851851851852,3.518238993710692,18,122,2631,0.0064354665713264,0.0436181623167679,0.9406506971755452,0.0,2012-12-10 15:35:26+00:00,6173903,42325.18333333333
19464,2670601.0,creating decision permanently suspended,2670601,EMPTY,2670601,0.0833333333333333,41315.51666666667,935,31,12,0,15,56,1,2798,135,139,15,4.052187802480306,4.743278283917459,0.3345665871119916,20.725925925925925,3.519496855345912,19,4,2632,0.0067905646890636,0.0014295925661186,0.9406719085060756,0.0,2012-12-10 15:35:31+00:00,6173903,42325.18333333333
19465,2670601.0,keep permanently suspended,2670601,True,2670601,0.0,41315.51666666667,935,32,12,0,15,56,1,2799,135,139,15,4.053039048965781,4.743358046576329,0.3344689032991669,20.73333333333333,3.520754716981132,20,5,2633,0.0071454090746695,0.0017863522686673,0.9406931046802428,0.0,2012-12-10 15:35:31+00:00,6173903,42325.18333333333
19466,2670601.0,set decision status,2670601,EMPTY,2670601,1.2666666666666666,41316.78333333333,936,33,12,0,15,56,1,2800,135,139,15,4.054101411304931,4.743420015267681,0.3343712812160443,20.74074074074074,3.5220125786163523,21,3,2634,0.0075,0.0010714285714285,0.9407142857142856,0.0,2012-12-10 15:36:47+00:00,6173903,42325.18333333333
19467,2670601.0,enter date decision permanent suspension,2670601,EMPTY,2670601,0.1166666666666666,41316.9,936,34,12,0,15,56,1,2801,135,139,15,4.055041829461503,4.743465060055034,0.3342737208024333,20.748148148148147,3.523270440251572,22,4,2635,0.0078543377365226,0.0014280614066404,0.9407354516244198,0.0,2012-12-10 15:36:54+00:00,6173903,42325.18333333333
19468,2670601.0,decision date prior to decision,2670601,True,2670601,0.0,41316.9,936,35,12,0,15,56,1,2802,135,139,15,4.055349660550412,4.743493972335245,0.334176221998221,20.75555555555556,3.524528301886793,23,21,2636,0.0082084225553176,0.0074946466809421,0.940756602426838,0.0,2012-12-10 15:36:54+00:00,6173903,42325.18333333333
19478,2670601.0,start decision phase permanent suspension sent,2670601,EMPTY,2670601,443.1,41760.0,1380,36,12,0,23,57,1,2803,135,140,15,4.057091693190116,4.743507475087771,0.3340787847433751,20.762962962962963,3.521356783919598,24,1,2637,0.0085622547270781,0.0003567606136282,0.9407777381377096,0.0,2012-12-10 23:00:00+00:00,6173903,42325.18333333333
19479,2670601.0,decision keep permanently suspended,2670601,EMPTY,2670601,564.4833333333333,42324.48333333333,504,37,12,1,8,57,1,2804,135,140,15,4.058338211683679,4.743506231415095,0.3339814089779416,20.77037037037037,3.522613065326633,25,2,2638,0.0089158345221112,0.0007132667617689,0.9407988587731811,0.0,2012-12-11 08:24:29+00:00,6173903,42325.18333333333
19480,2670601.0,phase permanently suspended,2670601,EMPTY,2670601,0.0166666666666666,42324.5,504,38,12,1,8,57,1,2805,135,140,15,4.059583968536031,4.743490851716481,0.3338840946420458,20.77777777777778,3.5238693467336684,26,2,2639,0.0092691622103386,0.0007130124777183,0.940819964349376,0.0,2012-12-11 08:24:30+00:00,6173903,42325.18333333333
19481,2670601.0,enter senddate decision permanent suspension,2670601,EMPTY,2670601,0.5333333333333333,42325.03333333333,505,39,12,1,8,57,1,2806,135,140,15,4.060431345928643,4.74346189975804,0.3337868416758918,20.785185185185185,3.5251256281407035,27,5,2640,0.0096222380612972,0.0017818959372772,0.9408410548823948,0.0,2012-12-11 08:25:02+00:00,6173903,42325.18333333333
19482,2670601.0,create cover letter permanent suspension,2670601,False,2670601,0.0,42325.03333333333,505,40,12,1,8,57,1,2807,135,141,15,4.062169593909821,4.7434198978437365,0.3336896500197628,20.79259259259259,3.5263819095477387,28,1,2641,0.0099750623441396,0.0003562522265764,0.9408621303883148,0.0,2012-12-11 08:25:02+00:00,6173903,42325.18333333333
19483,2670601.0,enter senddate decision permanent suspension,2670601,EMPTY,2670601,0.15,42325.18333333333,505,41,12,1,8,56,1,2808,135,141,15,4.0629439930673055,4.74336533124786,0.3335925196140197,20.8,3.527638190954774,29,6,2642,0.0103276353276353,0.0021367521367521,0.9408831908831908,0.0,2012-12-11 08:25:11+00:00,6173903,42325.18333333333
18709,4901428.0,register submission date request,560872,EMPTY,560872,0.0,0.0,1380,1,11,0,23,54,13,4518,323,115,12,3.752505520013497,5.51360043512981,0.4049869663737501,13.987616099071207,5.867532467532468,1,299,299,0.0002213368747233,0.0661797255422753,0.0661797255422753,0.0,2012-11-12 23:00:00+00:00,6189414,141899.03333333333
18824,4901428.0,phase application received,560950,EMPTY,560872,9198.416666666666,9198.416666666666,498,2,11,0,8,56,12,4536,324,116,12,3.7519233750733503,5.518913166249257,0.4043320955676872,14.0,5.845360824742268,2,287,4128,0.0004409171075837,0.0632716049382716,0.91005291005291,0.0,2012-11-19 08:18:25+00:00,6189414,141899.03333333333
18825,4901428.0,OLO messaging active,560950,False,560872,0.0,9198.416666666666,498,3,11,0,8,56,12,4537,324,116,12,3.751888921615944,5.519352102858349,0.4042637485431345,14.003086419753089,5.846649484536083,3,125,4129,0.0006612298875909,0.0275512453162882,0.910072735287635,0.0,2012-11-19 08:18:25+00:00,6189414,141899.03333333333
18826,4901428.0,send confirmation receipt,560950,True,560872,0.0166666666666666,9198.433333333332,498,4,11,0,8,56,12,4538,324,116,12,3.7515625017488414,5.519716016211195,0.4041954268413272,14.006172839506172,5.847938144329897,4,469,4130,0.000881445570736,0.1033494931687968,0.9100925517849272,0.0,2012-11-19 08:18:26+00:00,6189414,141899.03333333333
18827,4901428.0,send confirmation receipt,560950,EMPTY,560872,7.216666666666667,9205.65,505,5,11,0,8,56,12,4539,324,116,12,3.7512358045086063,5.520024150977454,0.4041271304477477,14.00925925925926,5.849226804123711,5,470,4131,0.001101564221194,0.1035470367922449,0.9101123595505618,0.0,2012-11-19 08:25:39+00:00,6189414,141899.03333333333
18828,4901428.0,enter senddate acknowledgement,560950,EMPTY,560872,0.0,9205.65,505,6,11,0,8,56,12,4540,324,116,12,3.751025125203359,5.520287847177148,0.404058859347889,14.012345679012345,5.850515463917525,6,278,4132,0.0013215859030837,0.0612334801762114,0.9101321585903084,0.0,2012-11-19 08:25:39+00:00,6189414,141899.03333333333
18829,4901428.0,start WABOprocedure,560950,EMPTY,560872,0.1666666666666666,9205.816666666668,505,7,11,0,8,56,12,4541,324,116,12,3.751181251439404,5.52051460127094,0.403990613527256,14.015432098765432,5.85180412371134,7,53,4133,0.0015415106804668,0.011671438009249,0.9101519489099318,0.0,2012-11-19 08:25:49+00:00,6189414,141899.03333333333
18830,4901428.0,forward to the competent authority,560950,False,560872,0.0,9205.816666666668,505,8,11,0,8,56,12,4542,324,116,12,3.750972366432767,5.520709743661868,0.4039223929713646,14.01851851851852,5.853092783505154,8,276,4134,0.0017613386173491,0.0607661822985469,0.9101717305151916,0.0,2012-11-19 08:25:49+00:00,6189414,141899.03333333333
18831,4901428.0,regular procedure without MER,560950,True,560872,0.0,9205.816666666668,505,9,11,0,8,56,12,4543,324,116,12,3.7507990900959065,5.520877261643819,0.4038541976657415,14.021604938271604,5.854381443298969,9,235,4135,0.0019810697776799,0.0517279330838652,0.9101915034118424,0.0,2012-11-19 08:25:49+00:00,6189414,141899.03333333333
18832,4901428.0,create procedure confirmation,560950,False,560872,0.2166666666666666,9206.033333333333,506,10,11,0,8,56,12,4544,324,116,12,3.75174195089386,5.521020251503317,0.4037860275959256,14.024691358024691,5.855670103092783,10,2,4136,0.0022007042253521,0.0004401408450704,0.9102112676056338,0.0,2012-11-19 08:26:02+00:00,6189414,141899.03333333333
18833,4901428.0,registration date publication,560950,EMPTY,560872,0.3,9206.333333333334,506,11,11,0,8,56,12,4545,324,116,12,3.751632444479459,5.521141187843296,0.4037178827474656,14.02777777777778,5.856958762886598,11,176,4137,0.0024202420242024,0.0387238723872387,0.9102310231023102,0.0,2012-11-19 08:26:20+00:00,6189414,141899.03333333333
18926,4901428.0,create subcases completeness,560950,False,560950,10189.433333333332,19395.766666666663,615,12,11,0,10,50,2,226,22,91,7,4.133310523918848,2.745670136653356,0.568511371741713,10.272727272727272,0.2993377483443709,1,1,18,0.0044247787610619,0.0044247787610619,0.079646017699115,0.0,2012-11-26 10:15:46+00:00,6189414,141899.03333333333
18927,4901428.0,procedure change,560950,False,560950,0.05,19395.816666666666,615,13,11,0,10,50,2,227,22,91,7,4.127526262426379,2.7557616768955078,0.5666553077406088,10.318181818181818,0.3006622516556291,2,14,196,0.0088105726872246,0.0616740088105726,0.8634361233480177,0.0,2012-11-26 10:15:49+00:00,6189414,141899.03333333333
18928,4901428.0,phase application receptive,560950,EMPTY,560950,0.0833333333333333,19395.9,615,14,11,0,10,50,2,228,22,91,7,4.127746800112484,2.763489068349692,0.5648124690274119,10.363636363636363,0.3019867549668874,3,4,197,0.0131578947368421,0.0175438596491228,0.8640350877192983,0.0,2012-11-26 10:15:54+00:00,6189414,141899.03333333333
18929,4901428.0,request complete,560950,True,560950,0.0,19395.9,615,15,11,0,10,50,2,229,22,91,7,4.122776305857123,2.769684290033026,0.562982711067354,10.409090909090908,0.3033112582781457,4,12,198,0.0174672489082969,0.0524017467248908,0.8646288209606987,0.0,2012-11-26 10:15:54+00:00,6189414,141899.03333333333
18930,4901428.0,procedure change after completeness,560950,False,560950,0.0833333333333333,19395.983333333334,615,16,11,0,10,50,2,230,22,91,7,4.1268060083416325,2.774746054514288,0.5611658914355743,10.454545454545457,0.304635761589404,5,2,199,0.0217391304347826,0.008695652173913,0.8652173913043478,0.0,2012-11-26 10:15:59+00:00,6189414,141899.03333333333
18931,4901428.0,send letter in progress,560950,False,560950,0.1,19396.08333333333,616,17,11,0,10,50,2,231,22,91,7,4.127083512633329,2.778911148758821,0.559361869778996,10.5,0.3059602649006622,6,4,200,0.0259740259740259,0.0173160173160173,0.8658008658008658,0.0,2012-11-26 10:16:05+00:00,6189414,141899.03333333333
18932,4901428.0,treat subcases content,560950,EMPTY,560950,0.05,19396.13333333333,616,18,11,0,10,50,2,232,22,91,7,4.127377284206352,2.7823372423763724,0.5575705077790123,10.545454545454543,0.3072847682119205,7,4,201,0.0301724137931034,0.0172413793103448,0.8663793103448276,0.0,2012-11-26 10:16:08+00:00,6189414,141899.03333333333
18933,4901428.0,completed subcases content,560950,EMPTY,560950,0.0166666666666666,19396.15,616,19,11,0,10,50,2,233,22,91,7,4.126602606319343,2.785137203414126,0.5557916691149615,10.590909090909092,0.3086092715231788,8,5,202,0.0343347639484978,0.0214592274678111,0.8669527896995708,0.0,2012-11-26 10:16:09+00:00,6189414,141899.03333333333
18934,4901428.0,procedure change,560950,False,560950,0.0833333333333333,19396.233333333334,616,20,11,0,10,50,2,234,22,91,7,4.120844607621289,2.7873959865205045,0.5540252194283781,10.636363636363637,0.309933774834437,9,15,203,0.0384615384615384,0.0641025641025641,0.8675213675213675,0.0,2012-11-26 10:16:14+00:00,6189414,141899.03333333333
18935,4901428.0,article 34  WABO applies,560950,False,560950,0.9833333333333332,19397.216666666667,617,21,11,0,10,50,2,235,22,91,7,4.12266191705818,2.7891799401789736,0.552271026287993,10.681818181818182,0.3112582781456953,10,3,204,0.0425531914893617,0.0127659574468085,0.8680851063829788,0.0,2012-11-26 10:17:13+00:00,6189414,141899.03333333333
18936,4901428.0,assessment of content completed,560950,EMPTY,560950,0.0333333333333333,19397.25,617,22,11,0,10,50,2,236,22,91,7,4.1244818566354,2.790542368785525,0.5505289591554722,10.727272727272728,0.3125827814569536,11,3,205,0.0466101694915254,0.0127118644067796,0.8686440677966102,0.0,2012-11-26 10:17:15+00:00,6189414,141899.03333333333
18937,4901428.0,phase advice known,560950,EMPTY,560950,0.0166666666666666,19397.266666666663,617,23,11,0,10,50,2,237,22,91,7,4.126304316979125,2.791527066243426,0.5487988893518714,10.772727272727272,0.3139072847682119,12,3,206,0.050632911392405,0.0126582278481012,0.869198312236287,0.0,2012-11-26 10:17:16+00:00,6189414,141899.03333333333
18938,4901428.0,grounds for refusal,560950,False,560950,0.0333333333333333,19397.3,617,24,11,0,10,50,2,238,22,91,7,4.128129191193079,2.79217067115518,0.547080690024793,10.818181818181818,0.3152317880794702,13,3,207,0.0546218487394958,0.0126050420168067,0.8697478991596639,0.0,2012-11-26 10:17:18+00:00,6189414,141899.03333333333
18939,4901428.0,ask stakeholders views,560950,False,560950,0.1,19397.4,617,25,11,0,10,50,2,239,22,91,7,4.132145697575955,2.792504298515227,0.545374236116226,10.863636363636363,0.3165562913907285,14,2,208,0.0585774058577405,0.00836820083682,0.8702928870292888,0.0,2012-11-26 10:17:24+00:00,6189414,141899.03333333333
18940,4901428.0,suspension ground applicable,560950,False,560950,0.1,19397.5,617,26,11,0,10,50,2,240,22,91,7,4.133965966275897,2.792554706806944,0.5436794043310565,10.909090909090908,0.3178807947019867,15,3,209,0.0625,0.0125,0.8708333333333333,0.0,2012-11-26 10:17:30+00:00,6189414,141899.03333333333
18941,4901428.0,coordination of application,560950,False,560950,0.1333333333333333,19397.63333333333,617,27,11,0,10,50,2,241,22,92,7,4.143711831018196,2.7923451554503456,0.5419960731062263,10.954545454545457,0.319205298013245,16,1,210,0.0663900414937759,0.0041493775933609,0.8713692946058091,0.0,2012-11-26 10:17:38+00:00,6189414,141899.03333333333
18942,4901428.0,by law,560950,False,560950,0.0333333333333333,19397.666666666668,617,28,11,0,10,50,2,242,22,92,7,4.147665808565851,2.791896049293737,0.5403241225805339,11.0,0.3205298013245033,17,2,211,0.0702479338842975,0.0082644628099173,0.871900826446281,0.0,2012-11-26 10:17:40+00:00,6189414,141899.03333333333
18943,4901428.0,creating environmental permit decision,560950,EMPTY,560950,0.0166666666666666,19397.68333333333,617,29,11,0,10,50,2,243,22,92,7,4.149450963662085,2.7912254326656125,0.5386634345650525,11.045454545454543,0.3218543046357616,18,3,212,0.074074074074074,0.0123456790123456,0.8724279835390947,0.0,2012-11-26 10:17:41+00:00,6189414,141899.03333333333
18944,4901428.0,set decision status,560950,EMPTY,560950,0.4166666666666667,19398.1,618,30,11,0,10,50,2,244,22,93,7,4.15906434594129,2.790349374653692,0.5370138925141591,11.090909090909092,0.3231788079470198,19,1,213,0.0778688524590164,0.0040983606557377,0.8729508196721312,0.0,2012-11-26 10:18:06+00:00,6189414,141899.03333333333
18945,4901428.0,decision date prior to decision,560950,True,560950,0.6833333333333333,19398.783333333333,618,31,11,0,10,50,2,245,22,93,7,4.162957635348864,2.7892822741244894,0.5353753814971552,11.136363636363637,0.3245033112582781,20,2,214,0.0816326530612244,0.0081632653061224,0.8734693877551021,0.0,2012-11-26 10:18:47+00:00,6189414,141899.03333333333
18946,4901428.0,generating decision environmental permit,560950,EMPTY,560950,1.5833333333333333,19400.366666666665,620,32,11,0,10,50,2,246,22,93,7,4.1647088390711,2.788037104452403,0.533747788170467,11.181818181818182,0.3258278145695364,21,3,215,0.0853658536585365,0.0121951219512195,0.8739837398373984,0.0,2012-11-26 10:20:22+00:00,6189414,141899.03333333333
18947,4901428.0,phase decision taken,560950,EMPTY,560950,0.0,19400.366666666665,620,33,11,0,10,50,2,247,22,93,7,4.168580734243396,2.786625612232183,0.5321310007504125,11.227272727272728,0.3271523178807947,22,2,216,0.0890688259109311,0.0080971659919028,0.8744939271255061,0.0,2012-11-26 10:20:22+00:00,6189414,141899.03333333333
18948,4901428.0,register objection and appeal periods,560950,42,560950,0.2,19400.566666666666,620,34,11,0,10,50,2,248,22,93,7,4.172437729430664,2.785058480365593,0.5305249089865202,11.272727272727272,0.3284768211920529,23,2,217,0.0927419354838709,0.0080645161290322,0.875,0.0,2012-11-26 10:20:34+00:00,6189414,141899.03333333333
18949,4901428.0,creating cover letter decision,560950,True,560950,0.1,19400.666666666668,620,35,11,0,10,50,2,249,22,94,7,4.18184738582169,2.783345463210776,0.5289294041353892,11.318181818181818,0.3298013245033112,24,1,218,0.0963855421686747,0.0040160642570281,0.8755020080321285,0.0,2012-11-26 10:20:40+00:00,6189414,141899.03333333333
18950,4901428.0,transcript decision environmental permit to stakeholders,560950,EMPTY,560950,0.6833333333333333,19401.35,621,36,11,0,10,50,2,250,22,94,7,4.185652651817321,2.781495499567913,0.5273443789350762,11.363636363636363,0.3311258278145695,25,2,219,0.1,0.008,0.876,0.0,2012-11-26 10:21:21+00:00,6189414,141899.03333333333
18951,4901428.0,phase decision sent,560950,EMPTY,560950,0.4333333333333333,19401.783333333333,621,37,11,0,10,50,2,251,22,95,7,4.194966618369912,2.779516807894985,0.5257697275799974,11.409090909090908,0.3324503311258278,26,1,220,0.1035856573705179,0.0039840637450199,0.8764940239043825,0.0,2012-11-26 10:21:47+00:00,6189414,141899.03333333333
18952,4901428.0,enter senddate decision environmental permit,560950,EMPTY,560950,0.0,19401.783333333333,621,38,11,0,10,50,2,252,22,96,7,4.204222474371619,2.777416967138427,0.524205345696335,11.454545454545457,0.3337748344370861,27,1,221,0.1071428571428571,0.0039682539682539,0.876984126984127,0.0,2012-11-26 10:21:47+00:00,6189414,141899.03333333333
18953,4901428.0,create publication document,560950,True,560950,0.1,19401.88333333333,621,39,11,0,10,50,2,253,22,96,7,4.204530172167416,2.77520298581533,0.5226511303179356,11.5,0.3350993377483444,28,4,222,0.1106719367588932,0.0158102766798418,0.8774703557312253,0.0,2012-11-26 10:21:53+00:00,6189414,141899.03333333333
18954,4901428.0,generate publication document decision environmental permit,560950,EMPTY,560950,0.5333333333333333,19402.416666666668,622,40,11,0,10,50,2,254,22,97,7,4.21370668005119,2.772881361422135,0.5211069798626887,11.545454545454543,0.3364238410596026,29,1,223,0.1141732283464567,0.0039370078740157,0.8779527559055118,0.0,2012-11-26 10:22:25+00:00,6189414,141899.03333333333
18986,4901428.0,set decision phase decision permitting decided,560950,EMPTY,560950,757.5833333333334,20160.0,1380,41,11,0,23,52,2,255,22,98,7,4.22282665461056,2.770458131818259,0.519572794109376,11.590909090909092,0.3377483443708609,30,1,224,0.1176470588235294,0.0039215686274509,0.8784313725490196,0.0,2012-11-26 23:00:00+00:00,6189414,141899.03333333333
18987,4901428.0,register date environmental permit decision,560950,EMPTY,560950,0.0,20160.0,1380,42,11,0,23,52,2,256,22,98,7,4.223104211400729,2.767938919905665,0.518048474174979,11.636363636363637,0.3390728476821192,31,4,225,0.12109375,0.015625,0.87890625,0.0,2012-11-26 23:00:00+00:00,6189414,141899.03333333333
19207,4901428.0,enter senddate decision environmental permit,560950,EMPTY,560950,8640.0,28800.0,1380,43,12,6,23,58,2,262,22,100,7,4.250091757677962,2.7721811859746204,0.518732610950619,11.909090909090908,0.3442838370565046,32,2,230,0.1221374045801526,0.0076335877862595,0.8778625954198473,0.0,2012-12-02 23:00:00+00:00,6189414,141899.03333333333
19208,4901428.0,enter senddate decision,560950,EMPTY,560950,0.0,28800.0,1380,44,12,6,23,58,2,263,22,101,7,4.2589136539504615,2.769583728379819,0.517254541704211,11.954545454545457,0.3455978975032852,33,1,231,0.1254752851711026,0.0038022813688212,0.8783269961977186,0.0,2012-12-02 23:00:00+00:00,6189414,141899.03333333333
